Subject Name,Motion,Condition,Score,Timestamp [s],Timestamp
sub04,taichi,Multi View,3,1731894193.003640,2024-11-18_10-43-13
sub04,taichi,1PP,6,1731894501.064380,2024-11-18_10-48-21
sub04,taichi,Mirror,2,1731894698.932960,2024-11-18_10-51-38
sub04,taichi,3PP,1,1731894893.693960,2024-11-18_10-54-53
