Subject Name,Motion,Condition,Score,Timestamp [s],Timestamp
sub01,taichi,1PP,6,1731827405,2024-11-17_16-10-05
sub01,taichi,3PP,2,1731827739,2024-11-17_16-15-39
sub01,taichi,Mirror,2,1731827932,2024-11-17_16-18-51
sub01,taichi,Multi View,1,1731827932,2024-11-17_16-18-51
