Subject Name,Motion,Condition,Score,Timestamp [s],Timestamp
sub07,taichi,Mirror,5,1731983739.567060,2024-11-19_11-35-39
sub07,taichi,Multi View,3,1731983937.091790,2024-11-19_11-38-57
sub07,taichi,3PP,3,1731984048.513530,2024-11-19_11-40-48
sub07,taichi,1PP,7,1731984268.011770,2024-11-19_11-44-28
