0.3860306,99.8399,-11.91711,-12.47205,99.73541,-12.14081,-13.47007,50.95839,-16.52527,-16.31287,8.16849,-18.73654,13.21816,99.95602,-11.67905,13.70086,51.12817,-15.96351,16.38654,8.09233,-16.7101,0.2621917,106.8317,-12.16735,0.001557659,122.3256,-12.3342,-0.153398,133.3208,-12.18489,-0.3406383,149.8113,-11.6602,-0.393704,154.8085,-11.50154,-0.4421042,159.8057,-11.34231,-2.781238,144.7806,-11.73504,-19.27637,144.3909,-11.70032,-46.41069,140.998,-5.684479,-73.11892,137.1482,-6.648236,2.215381,144.846,-11.90617,18.70001,145.4823,-11.58189,45.74229,143.2243,-4.679582,72.47939,140.8978,-2.232291,1.731831E+09
0.3860306,99.8399,-11.91711,-12.47205,99.73541,-12.14081,-13.47007,50.95839,-16.52527,-16.31287,8.16849,-18.73654,13.21816,99.95602,-11.67905,13.70086,51.12817,-15.96351,16.38654,8.09233,-16.7101,0.2621917,106.8317,-12.16735,0.001557659,122.3256,-12.3342,-0.153398,133.3208,-12.18489,-0.3406383,149.8113,-11.6602,-0.393704,154.8085,-11.50154,-0.4421042,159.8057,-11.34231,-2.781238,144.7806,-11.73504,-19.27637,144.3909,-11.70032,-46.41069,140.998,-5.684479,-73.11892,137.1482,-6.648236,2.215381,144.846,-11.90617,18.70001,145.4823,-11.58189,45.74229,143.2243,-4.679582,72.47939,140.8978,-2.232291,1.731831E+09
0.3860306,99.8399,-11.91711,-12.47205,99.73541,-12.14081,-13.47007,50.95839,-16.52527,-16.31287,8.16849,-18.73654,13.21816,99.95602,-11.67905,13.70086,51.12817,-15.96351,16.38654,8.09233,-16.7101,0.2621917,106.8317,-12.16735,0.001557659,122.3256,-12.3342,-0.153398,133.3208,-12.18489,-0.3406383,149.8113,-11.6602,-0.393704,154.8085,-11.50154,-0.4421042,159.8057,-11.34231,-2.781238,144.7806,-11.73504,-19.27637,144.3909,-11.70032,-46.41069,140.998,-5.684479,-73.11892,137.1482,-6.648236,2.215381,144.846,-11.90617,18.70001,145.4823,-11.58189,45.74229,143.2243,-4.679582,72.47939,140.8978,-2.232291,1.731831E+09
0.3860306,99.8399,-11.91711,-12.47205,99.73541,-12.14081,-13.47007,50.95839,-16.52527,-16.31287,8.16849,-18.73654,13.21816,99.95602,-11.67905,13.70086,51.12817,-15.96351,16.38654,8.09233,-16.7101,0.2621917,106.8317,-12.16735,0.001557659,122.3256,-12.3342,-0.153398,133.3208,-12.18489,-0.3406383,149.8113,-11.6602,-0.393704,154.8085,-11.50154,-0.4421042,159.8057,-11.34231,-2.781238,144.7806,-11.73504,-19.27637,144.3909,-11.70032,-46.41069,140.998,-5.684479,-73.11892,137.1482,-6.648236,2.215381,144.846,-11.90617,18.70001,145.4823,-11.58189,45.74229,143.2243,-4.679582,72.47939,140.8978,-2.232291,1.731831E+09
0.4184387,99.83364,-11.93223,-12.40806,99.7287,-12.16689,-13.482,50.95237,-16.54002,-16.31101,8.163799,-18.74008,13.22584,99.95509,-11.69899,13.7311,51.12544,-15.96097,16.38566,8.089478,-16.70294,0.2939703,106.8253,-12.17076,0.02655203,122.3192,-12.33221,-0.1388996,133.3142,-12.19044,-0.3489046,149.8052,-11.68707,-0.408958,154.8025,-11.53519,-0.4649023,159.7999,-11.38375,-2.782398,144.7713,-11.75461,-19.27743,144.3909,-11.73129,-46.42024,140.9971,-5.756137,-73.12067,137.1176,-6.793344,2.214577,144.8426,-11.92578,18.69916,145.4797,-11.58971,45.73921,143.2646,-4.660718,72.50258,140.9371,-2.289599,1.731831E+09
0.4184387,99.83364,-11.93223,-12.40806,99.7287,-12.16689,-13.482,50.95237,-16.54002,-16.31101,8.163799,-18.74008,13.22584,99.95509,-11.69899,13.7311,51.12544,-15.96097,16.38566,8.089478,-16.70294,0.2939703,106.8253,-12.17076,0.02655203,122.3192,-12.33221,-0.1388996,133.3142,-12.19044,-0.3489046,149.8052,-11.68707,-0.408958,154.8025,-11.53519,-0.4649023,159.7999,-11.38375,-2.782398,144.7713,-11.75461,-19.27743,144.3909,-11.73129,-46.42024,140.9971,-5.756137,-73.12067,137.1176,-6.793344,2.214577,144.8426,-11.92578,18.69916,145.4797,-11.58971,45.73921,143.2646,-4.660718,72.50258,140.9371,-2.289599,1.731831E+09
0.4184387,99.83364,-11.93223,-12.40806,99.7287,-12.16689,-13.482,50.95237,-16.54002,-16.31101,8.163799,-18.74008,13.22584,99.95509,-11.69899,13.7311,51.12544,-15.96097,16.38566,8.089478,-16.70294,0.2939703,106.8253,-12.17076,0.02655203,122.3192,-12.33221,-0.1388996,133.3142,-12.19044,-0.3489046,149.8052,-11.68707,-0.408958,154.8025,-11.53519,-0.4649023,159.7999,-11.38375,-2.782398,144.7713,-11.75461,-19.27743,144.3909,-11.73129,-46.42024,140.9971,-5.756137,-73.12067,137.1176,-6.793344,2.214577,144.8426,-11.92578,18.69916,145.4797,-11.58971,45.73921,143.2646,-4.660718,72.50258,140.9371,-2.289599,1.731831E+09
0.4396054,99.82658,-11.94235,-12.37224,99.72087,-12.19208,-13.48477,50.94419,-16.54763,-16.30836,8.157119,-18.74423,13.24263,99.95267,-11.70686,13.74964,51.12186,-15.95206,16.38845,8.088625,-16.69757,0.3103085,106.8185,-12.17999,0.03633583,122.3134,-12.34639,-0.1343564,133.3089,-12.20995,-0.348322,149.8002,-11.72108,-0.4113736,154.7976,-11.5767,-0.4732871,159.7953,-11.43748,-2.780256,144.7676,-11.7855,-19.27464,144.3837,-11.75976,-46.42876,141.0034,-5.829777,-73.1227,137.1153,-6.934003,2.215945,144.8366,-11.95406,18.7006,145.4664,-11.61702,45.75325,143.3067,-4.719925,72.54636,140.9883,-2.444474,1.731831E+09
0.4396054,99.82658,-11.94235,-12.37224,99.72087,-12.19208,-13.48477,50.94419,-16.54763,-16.30836,8.157119,-18.74423,13.24263,99.95267,-11.70686,13.74964,51.12186,-15.95206,16.38845,8.088625,-16.69757,0.3103085,106.8185,-12.17999,0.03633583,122.3134,-12.34639,-0.1343564,133.3089,-12.20995,-0.348322,149.8002,-11.72108,-0.4113736,154.7976,-11.5767,-0.4732871,159.7953,-11.43748,-2.780256,144.7676,-11.7855,-19.27464,144.3837,-11.75976,-46.42876,141.0034,-5.829777,-73.1227,137.1153,-6.934003,2.215945,144.8366,-11.95406,18.7006,145.4664,-11.61702,45.75325,143.3067,-4.719925,72.54636,140.9883,-2.444474,1.731831E+09
0.4396054,99.82658,-11.94235,-12.37224,99.72087,-12.19208,-13.48477,50.94419,-16.54763,-16.30836,8.157119,-18.74423,13.24263,99.95267,-11.70686,13.74964,51.12186,-15.95206,16.38845,8.088625,-16.69757,0.3103085,106.8185,-12.17999,0.03633583,122.3134,-12.34639,-0.1343564,133.3089,-12.20995,-0.348322,149.8002,-11.72108,-0.4113736,154.7976,-11.5767,-0.4732871,159.7953,-11.43748,-2.780256,144.7676,-11.7855,-19.27464,144.3837,-11.75976,-46.42876,141.0034,-5.829777,-73.1227,137.1153,-6.934003,2.215945,144.8366,-11.95406,18.7006,145.4664,-11.61702,45.75325,143.3067,-4.719925,72.54636,140.9883,-2.444474,1.731831E+09
